StudyID,Correlation,Directionality (positive or negative - because excel thinks I want to calculate something if I start with minus sign),SignificanceLevel<than,Nonsignificant,N,Variable1,Measure1,Variable2,Measure2,Same_variable,Type_Same,InPaper (as opposed to supplementary material),"InTable (1 in table, 0 in text)","type_p(1: p=, 2: p<, 3: p>)",MainCor,corr_Type(when different),ProvisionallySuspicious,Corr_Comments,N as range
114,.06,N,0.05,,3001,know of infant dev,,24 Month parental negative regar,,,,1,1,2,,,,,
114,.14,P,0.01,,3001,aggressive behaviour,,24 Month parental negative regar,,,,1,1,2,,,,,
114,.43,N,0.01,,3001,parental warmth,,24 Month parental negative regar,,,,1,1,2,,,,,
114,.04,N,,1,3001,BBRS orientation,,24 Month parental negative regar,,,,1,1,2,,,,,
114,.15,N,0.01,,3001,BBRS emotion regulation,,24 Month parental negative regar,,,,1,1,2,,,,,
114,.01,N,,1,3001,child age,,36 Month parental negative regar,,,,1,1,2,,,,,
114,.01,N,,1,3001,male,,36 Month parental negative regar,,,,1,1,2,,,,,
114,.12,P,0.01,,3001,maternal risk,,36 Month parental negative regar,,,,1,1,2,,,,,
114,.10,P,0.01,,3001,parental distress,,36 Month parental negative regar,,,,1,1,2,,,,,
114,.13,P,0.01,,3001,dysfunctional interaction,,36 Month parental negative regar,,,,1,1,2,,,,,
114,.05,P,,1,3001,temperament: emotionality,,36 Month parental negative regar,,,,1,1,2,,,,,
114,.04,N,,1,3001,temperament: sociability,,36 Month parental negative regar,,,,1,1,2,,,,,
114,.02,N,,1,3001,know of infant dev,,36 Month parental negative regar,,,,1,1,2,,,,,
114,.12,P,0.01,,3001,aggressive behaviour,,36 Month parental negative regar,,,,1,1,2,,,,,
114,.25,N,0.01,,3001,parental warmth,,36 Month parental negative regar,,,,1,1,2,,,,,
114,.00,P,,1,3001,BBRS orientation,,36 Month parental negative regar,,,,1,1,2,,,,,
114,.09,N,0.01,,3001,BBRS emotion regulation,,36 Month parental negative regar,,,,1,1,2,,,,,
114,.36,P,0.01,,3001,24 Month parental negative regar,,36 Month parental negative regar,,1,change,1,1,2,,,,,
114,.04,N,,1,3001,child age,,prenatal negative regard,,,,1,1,2,,,,,
114,.04,P,,1,3001,male,,prenatal negative regard,,,,1,1,2,,,,,
114,.08,P,0.01,,3001,maternal risk,,prenatal negative regard,,,,1,1,2,,,,,
114,.07,P,0.05,,3001,parental distress,"Parental Distress (12 items, a = .83) subscale of the Parenting Stress Index-
Short Form (Abidin, 1995).",prenatal negative regard,,,,1,1,2,,,,,
114,.11,P,0.01,,3001,dysfunctional interaction,"Parent–Child Dysfunctional Interaction (11 items,
a = .77) subscale of the Parenting Stress Index-
Short Form (Abidin, 1995).",prenatal negative regard,,,,1,1,2,,,,,
114,.00,P,,1,3001,temperament: emotionality,"Negative Emotionality subscale of
the Emotionality, Activity, Sociability, and Impulsivity
Temperament Survey (Buss & Plomin, 1984)",prenatal negative regard,,,,1,1,2,,,,,
114,.00,P,,1,3001,temperament: sociability,"Negative Emotionality subscale of
the Emotionality, Activity, Sociability, and Impulsivity
Temperament Survey (Buss & Plomin, 1984)",prenatal negative regard,,,,1,1,2,,,,,
114,.02,N,,1,3001,know of infant dev,"the Knowledge of
Infant Development Inventory (MacPhee, 1981)",prenatal negative regard,,,,1,1,2,,,,,
114,.12,P,0.01,,3001,aggressive behaviour,"the Aggressive subscale of the Child
Behavior Checklist (Achenbach & Rescorla, 2000)",prenatal negative regard,,,,1,1,2,,,,,
114,.13,N,0.01,,3001,parental warmth,"parent–child “three bag” play task
that was videotaped and subsequently coded by
trained observers.",prenatal negative regard,,,,1,1,2,,,,,
114,.03,N,,1,3001,BBRS orientation,"The behavior rating scales of the Bayley Scales of
Infant Development, 2nd ed. (Bayley, 1993)",prenatal negative regard,,,,1,1,2,,,,,
114,.11,N,0.01,,3001,BBRS emotion regulation,"The behavior rating scales of the Bayley Scales of
Infant Development, 2nd ed. (Bayley, 1993)",prenatal negative regard,,,,1,1,2,,,,,
114,.16,P,0.01,,3001,24 Month parental negative regar,"parent–child “three bag” play task
that was videotaped and subsequently coded by
trained observers.",prenatal negative regard,,,,1,1,2,,,,,
114,.26,P,0.01,,3001,36 Month parental negative regar,"parent–child “three bag” play task
that was videotaped and subsequently coded by
trained observers.",prenatal negative regard,,,,1,1,2,,,,,
115,.14,P,,1,195,prohibition,,DR perseverate,,,,1,1,2,,,,,
115,.12,P,,1,195,prohibition,,DR first error,,,,1,1,2,,,,,
115,.44,P,0.01,,195,DR perseverate,,DR first error,,,,1,1,2,,,,,
115,.12,P,,1,195,prohibition,,DR reversals,,,,1,1,2,,,,,
115,.55,P,0.01,,195,DR perseverate,,DR reversals,,,,1,1,2,,,,,
115,.25,P,0.01,,195,DR first error,,DR reversals,,,,1,1,2,,,,,
115,.22,P,0.01,,195,prohibition,,TB Car 2,,,,1,1,2,,,,,
115,.01,P,,1,195,DR perseverate,,TB Car 2,,,,1,1,2,,,,,
115,.09,N,,1,195,DR first error,,TB Car 2,,,,1,1,2,,,,,
115,.02,N,,1,195,DR reversals,,TB Car 2,,,,1,1,2,,,,,
115,.24,P,0.01,,195,prohibition,,TB Car 3,,,,1,1,2,,,,,
115,.11,P,,1,195,DR perseverate,,TB Car 3,,,,1,1,2,,,,,
115,.29,P,0.01,,195,DR first error,,TB Car 3,,,,1,1,2,,,,,
115,.15,P,0.05,,195,DR reversals,,TB Car 3,,,,1,1,2,,,,,
115,.60,P,0.01,,195,TB Car 2,,TB Car 3,,,,1,1,2,,,,,
115,.07,P,,1,195,prohibition,,TB strategy,,,,1,1,2,,,,,
115,.08,N,,1,195,DR perseverate,,TB strategy,,,,1,1,2,,,,,
115,.18,P,0.05,,195,DR first error,,TB strategy,,,,1,1,2,,,,,
115,.12,N,,1,195,DR reversals,,TB strategy,,,,1,1,2,,,,,
115,.28,P,0.01,,195,TB Car 2,,TB strategy,,,,1,1,2,,,,,
115,.25,P,0.01,,195,TB Car 3,,TB strategy,,,,1,1,2,,,,,
115,.21,P,0.01,,195,prohibition,,Ball Run 1,,,,1,1,2,,,,,
115,.02,P,,1,195,DR perseverate,,Ball Run 1,,,,1,1,2,,,,,
115,.05,N,,1,195,DR first error,,Ball Run 1,,,,1,1,2,,,,,
115,.10,N,,1,195,DR reversals,,Ball Run 1,,,,1,1,2,,,,,
115,.11,P,,1,195,TB Car 2,,Ball Run 1,,,,1,1,2,,,,,
115,.09,P,,1,195,TB Car 3,,Ball Run 1,,,,1,1,2,,,,,
115,.13,P,,1,195,TB strategy,,Ball Run 1,,,,1,1,2,,,,,
115,.11,P,,1,195,prohibition,,Ball Run 2,,,,1,1,2,,,,,
115,.09,P,,1,195,DR perseverate,,Ball Run 2,,,,1,1,2,,,,,
115,.08,N,,1,195,DR first error,,Ball Run 2,,,,1,1,2,,,,,
115,.08,N,,1,195,DR reversals,,Ball Run 2,,,,1,1,2,,,,,
115,.21,P,0.01,,195,TB Car 2,,Ball Run 2,,,,1,1,2,,,,,
115,.02,N,,1,195,TB Car 3,,Ball Run 2,,,,1,1,2,,,,,
115,.06,P,,1,195,TB strategy,,Ball Run 2,,,,1,1,2,,,,,
115,.61,P,0.01,,195,Ball Run 1,,Ball Run 2,,1,change,1,1,2,,,,,
115,.21,P,0.01,,195,prohibition,,Ball Run 3,,,,1,1,2,,,,,
115,.01,P,,1,195,DR perseverate,,Ball Run 3,,,,1,1,2,,,,,
115,.01,N,,1,195,DR first error,,Ball Run 3,,,,1,1,2,,,,,
115,.03,P,,1,195,DR reversals,,Ball Run 3,,,,1,1,2,,,,,
115,.03,N,,1,195,TB Car 2,,Ball Run 3,,,,1,1,2,,,,,
115,.11,N,,1,195,TB Car 3,,Ball Run 3,,,,1,1,2,,,,,
115,.05,N,,1,195,TB strategy,,Ball Run 3,,,,1,1,2,,,,,
115,.46,P,0.01,,195,Ball Run 1,,Ball Run 3,,1,change,1,1,2,,,,,
115,.69,P,0.01,,195,Ball Run 2,,Ball Run 3,,1,change,1,1,2,,,,,
115,.30,P,0.01,,195,prohibition,,Ball Run 4,,,,1,1,2,,,,,
115,.01,N,,1,195,DR perseverate,,Ball Run 4,,,,1,1,2,,,,,
115,.03,P,,1,195,DR first error,,Ball Run 4,,,,1,1,2,,,,,
115,.17,N,0.05,,195,DR reversals,,Ball Run 4,,,,1,1,2,,,,,
115,.16,P,0.05,,195,TB Car 2,,Ball Run 4,,,,1,1,2,,,,,
115,.11,N,,1,195,TB Car 3,,Ball Run 4,,,,1,1,2,,,,,
115,.04,P,,1,195,TB strategy,,Ball Run 4,,,,1,1,2,,,,,
115,.49,P,0.01,,195,Ball Run 1,,Ball Run 4,,1,change,1,1,2,,,,,
115,.60,P,0.01,,195,Ball Run 2,,Ball Run 4,,1,change,1,1,2,,,,,
115,.71,P,0.01,,195,Ball Run 3,,Ball Run 4,,1,change,1,1,2,,,,,
115,.23,P,0.01,,195,prohibition,,Ball Run 5,,,,1,1,2,,,,,
115,.11,P,,1,195,DR perseverate,,Ball Run 5,,,,1,1,2,,,,,
115,.09,P,,1,195,DR first error,,Ball Run 5,,,,1,1,2,,,,,
115,.08,P,,1,195,DR reversals,,Ball Run 5,,,,1,1,2,,,,,
115,.01,N,,1,195,TB Car 2,,Ball Run 5,,,,1,1,2,,,,,
115,.01,P,,1,195,TB Car 3,,Ball Run 5,,,,1,1,2,,,,,
115,.01,N,,1,195,TB strategy,,Ball Run 5,,,,1,1,2,,,,,
115,.60,P,0.01,,195,Ball Run 1,,Ball Run 5,,1,change,1,1,2,,,,,
115,.64,P,0.01,,195,Ball Run 2,,Ball Run 5,,1,change,1,1,2,,,,,
115,.75,P,0.01,,195,Ball Run 3,,Ball Run 5,,1,change,1,1,2,,,,,
115,.57,P,0.01,,195,Ball Run 4,,Ball Run 5,,1,change,1,1,2,,,,,
115,.20,P,0.01,,195,prohibition,,Ball Run 6,,,,1,1,2,,,,,
115,.19,P,0.01,,195,DR perseverate,,Ball Run 6,,,,1,1,2,,,,,
115,.12,P,,1,195,DR first error,,Ball Run 6,,,,1,1,2,,,,,
115,.06,P,,1,195,DR reversals,,Ball Run 6,,,,1,1,2,,,,,
115,.02,P,,1,195,TB Car 2,,Ball Run 6,,,,1,1,2,,,,,
115,.03,N,,1,195,TB Car 3,,Ball Run 6,,,,1,1,2,,,,,
115,.01,P,,1,195,TB strategy,,Ball Run 6,,,,1,1,2,,,,,
115,.41,P,0.01,,195,Ball Run 1,,Ball Run 6,,1,change,1,1,2,,,,,
115,.39,P,0.01,,195,Ball Run 2,,Ball Run 6,,1,change,1,1,2,,,,,
115,.62,P,0.01,,195,Ball Run 3,,Ball Run 6,,1,change,1,1,2,,,,,
115,.66,P,0.01,,195,Ball Run 4,,Ball Run 6,,1,change,1,1,2,,,,,
115,.53,P,0.01,,195,Ball Run 5,,Ball Run 6,,1,change,1,1,2,,,,,
115,.05,P,,1,195,prohibition,,Ball Run Rev 1,,,,1,1,2,,,,,
115,.07,P,,1,195,DR perseverate,,Ball Run Rev 1,,,,1,1,2,,,,,
115,.15,N,0.05,,195,DR first error,,Ball Run Rev 1,,,,1,1,2,,,,,
115,.06,P,,1,195,DR reversals,,Ball Run Rev 1,,,,1,1,2,,,,,
115,.16,P,0.05,,195,TB Car 2,,Ball Run Rev 1,,,,1,1,2,,,,,
115,.06,N,,1,195,TB Car 3,,Ball Run Rev 1,,,,1,1,2,,,,,
115,.01,P,,1,195,TB strategy,,Ball Run Rev 1,,,,1,1,2,,,,,
115,.54,P,0.01,,195,Ball Run 1,,Ball Run Rev 1,,,,1,1,2,,,,,
115,.42,P,0.01,,195,Ball Run 2,,Ball Run Rev 1,,,,1,1,2,,,,,
115,.71,P,0.01,,195,Ball Run 3,,Ball Run Rev 1,,,,1,1,2,,,,,
115,.51,P,0.01,,195,Ball Run 4,,Ball Run Rev 1,,,,1,1,2,,,,,
115,.40,P,0.01,,195,Ball Run 5,,Ball Run Rev 1,,,,1,1,2,,,,,
115,.37,P,0.01,,195,Ball Run 6,,Ball Run Rev 1,,,,1,1,2,,,,,
115,.07,P,,1,195,prohibition,,Ball Run Rev 2,,,,1,1,2,,,,,
115,.21,N,0.01,,195,DR perseverate,,Ball Run Rev 2,,,,1,1,2,,,,,
115,.10,N,,1,195,DR first error,,Ball Run Rev 2,,,,1,1,2,,,,,
115,.07,N,,1,195,DR reversals,,Ball Run Rev 2,,,,1,1,2,,,,,
115,.03,P,,1,195,TB Car 2,,Ball Run Rev 2,,,,1,1,2,,,,,
115,.35,N,0.01,,195,TB Car 3,,Ball Run Rev 2,,,,1,1,2,,,,,
115,.07,P,,1,195,TB strategy,,Ball Run Rev 2,,,,1,1,2,,,,,
115,.47,P,0.01,,195,Ball Run 1,,Ball Run Rev 2,,,,1,1,2,,,,,
115,.61,P,0.01,,195,Ball Run 2,,Ball Run Rev 2,,,,1,1,2,,,,,
115,.58,P,0.01,,195,Ball Run 3,,Ball Run Rev 2,,,,1,1,2,,,,,
115,.43,P,0.01,,195,Ball Run 4,,Ball Run Rev 2,,,,1,1,2,,,,,
115,.48,P,0.01,,195,Ball Run 5,,Ball Run Rev 2,,,,1,1,2,,,,,
115,.23,P,0.01,,195,Ball Run 6,,Ball Run Rev 2,,,,1,1,2,,,,,
115,.67,P,0.01,,195,Ball Run Rev 1,,Ball Run Rev 2,,1,change,1,1,2,,,,,
115,.21,P,0.01,,195,prohibition,,Ball Run Rev 3,,,,1,1,2,,,,,
115,.31,N,0.01,,195,DR perseverate,,Ball Run Rev 3,,,,1,1,2,,,,,
115,.18,N,0.05,,195,DR first error,,Ball Run Rev 3,,,,1,1,2,,,,,
115,.11,N,,1,195,DR reversals,,Ball Run Rev 3,,,,1,1,2,,,,,
115,.16,P,0.05,,195,TB Car 2,,Ball Run Rev 3,,,,1,1,2,,,,,
115,.23,N,0.01,,195,TB Car 3,,Ball Run Rev 3,,,,1,1,2,,,,,
115,.20,P,0.01,,195,TB strategy,,Ball Run Rev 3,,,,1,1,2,,,,,
115,.53,P,0.01,,195,Ball Run 1,,Ball Run Rev 3,,,,1,1,2,,,,,
115,.55,P,0.01,,195,Ball Run 2,,Ball Run Rev 3,,,,1,1,2,,,,,
115,.75,P,0.01,,195,Ball Run 3,,Ball Run Rev 3,,,,1,1,2,,,,,
115,.57,P,0.01,,195,Ball Run 4,,Ball Run Rev 3,,,,1,1,2,,,,,
115,.41,P,0.01,,195,Ball Run 5,,Ball Run Rev 3,,,,1,1,2,,,,,
115,.38,P,0.01,,195,Ball Run 6,,Ball Run Rev 3,,,,1,1,2,,,,,
115,.68,P,0.01,,195,Ball Run Rev 1,,Ball Run Rev 3,,1,change,1,1,2,,,,,
115,.85,P,0.01,,195,Ball Run Rev 2,,Ball Run Rev 3,,1,change,1,1,2,,,,,
115,.13,P,,1,195,prohibition,,Ball Run Rev 4,,,,1,1,2,,,,,
115,.21,P,0.01,,195,DR perseverate,,Ball Run Rev 4,,,,1,1,2,,,,,
115,.02,N,,1,195,DR first error,,Ball Run Rev 4,,,,1,1,2,,,,,
115,.04,N,,1,195,DR reversals,,Ball Run Rev 4,,,,1,1,2,,,,,
115,.03,P,,1,195,TB Car 2,,Ball Run Rev 4,,,,1,1,2,,,,,
115,.05,N,,1,195,TB Car 3,,Ball Run Rev 4,,,,1,1,2,,,,,
115,.02,N,,1,195,TB strategy,,Ball Run Rev 4,,,,1,1,2,,,,,
115,.42,P,0.01,,195,Ball Run 1,,Ball Run Rev 4,,,,1,1,2,,,,,
115,.47,P,0.01,,195,Ball Run 2,,Ball Run Rev 4,,,,1,1,2,,,,,
115,.54,P,0.01,,195,Ball Run 3,,Ball Run Rev 4,,,,1,1,2,,,,,
115,.46,P,0.01,,195,Ball Run 4,,Ball Run Rev 4,,,,1,1,2,,,,,
115,.34,P,0.01,,195,Ball Run 5,,Ball Run Rev 4,,,,1,1,2,,,,,
115,.09,P,,1,195,Ball Run 6,,Ball Run Rev 4,,,,1,1,2,,,,,
115,.72,P,0.01,,195,Ball Run Rev 1,,Ball Run Rev 4,,1,change,1,1,2,,,,,
115,.70,P,0.01,,195,Ball Run Rev 2,,Ball Run Rev 4,,1,change,1,1,2,,,,,
115,.74,P,0.01,,195,Ball Run Rev 3,,Ball Run Rev 4,,1,change,1,1,2,,,,,
115,.25,P,0.01,,195,prohibition,,Ball Run Rev 5,,,,1,1,2,,,,,
115,.13,P,,1,195,DR perseverate,,Ball Run Rev 5,,,,1,1,2,,,,,
115,.02,N,,1,195,DR first error,,Ball Run Rev 5,,,,1,1,2,,,,,
115,.06,N,,1,195,DR reversals,,Ball Run Rev 5,,,,1,1,2,,,,,
115,.03,P,,1,195,TB Car 2,,Ball Run Rev 5,,,,1,1,2,,,,,
115,.30,N,0.01,,195,TB Car 3,,Ball Run Rev 5,,,,1,1,2,,,,,
115,.11,N,,1,195,TB strategy,,Ball Run Rev 5,,,,1,1,2,,,,,
115,.43,P,0.01,,195,Ball Run 1,,Ball Run Rev 5,,,,1,1,2,,,,,
115,.53,P,0.01,,195,Ball Run 2,,Ball Run Rev 5,,,,1,1,2,,,,,
115,.71,P,0.01,,195,Ball Run 3,,Ball Run Rev 5,,,,1,1,2,,,,,
115,.66,P,0.01,,195,Ball Run 4,,Ball Run Rev 5,,,,1,1,2,,,,,
115,.52,P,0.01,,195,Ball Run 5,,Ball Run Rev 5,,,,1,1,2,,,,,
115,.63,P,0.01,,195,Ball Run 6,,Ball Run Rev 5,,,,1,1,2,,,,,
115,.60,P,0.01,,195,Ball Run Rev 1,,Ball Run Rev 5,,1,change,1,1,2,,,,,
115,.78,P,0.01,,195,Ball Run Rev 2,,Ball Run Rev 5,,1,change,1,1,2,,,,,
115,.86,P,0.01,,195,Ball Run Rev 3,,Ball Run Rev 5,,1,change,1,1,2,,,,,
115,.65,P,0.01,,195,Ball Run Rev 4,,Ball Run Rev 5,,1,change,1,1,2,,,,,
115,.25,P,0.01,,195,prohibition,"Prohibition task (Friedman et al., 2011)",Ball Run Rev 6,,,,1,1,2,,,,,
115,.22,N,0.01,,195,DR perseverate,"Delayed Response task (Diamond & Doar,
1988)",Ball Run Rev 6,,,,1,1,2,,,,,
115,.09,N,,1,195,DR first error,"Delayed Response task (Diamond & Doar,
1988)",Ball Run Rev 6,,,,1,1,2,,,,,
115,.27,N,0.01,,195,DR reversals,"Delayed Response task (Diamond & Doar,
1988)",Ball Run Rev 6,,,,1,1,2,,,,,
115,.14,N,,1,195,TB Car 2,"Three Boxes task (Miller & Marcovitch,
2015)",Ball Run Rev 6,,,,1,1,2,,,,,
115,.24,N,0.01,,195,TB Car 3,"Three Boxes task (Miller & Marcovitch,
2015)",Ball Run Rev 6,,,,1,1,2,,,,,
115,.01,P,,1,195,TB strategy,"Three Boxes task (Miller & Marcovitch,
2015)",Ball Run Rev 6,,,,1,1,2,,,,,
115,.47,P,0.01,,195,Ball Run 1,"The Ball Run task was based on the Trucks Task
developed by Hughes and Ensor (2005).",Ball Run Rev 6,,,,1,1,2,,,,,
115,.57,P,0.01,,195,Ball Run 2,"The Ball Run task was based on the Trucks Task
developed by Hughes and Ensor (2005).",Ball Run Rev 6,,,,1,1,2,,,,,
115,.63,P,0.01,,195,Ball Run 3,"The Ball Run task was based on the Trucks Task
developed by Hughes and Ensor (2005).",Ball Run Rev 6,,,,1,1,2,,,,,
115,.58,P,0.01,,195,Ball Run 4,"The Ball Run task was based on the Trucks Task
developed by Hughes and Ensor (2005).",Ball Run Rev 6,,,,1,1,2,,,,,
115,.56,P,0.01,,195,Ball Run 5,"The Ball Run task was based on the Trucks Task
developed by Hughes and Ensor (2005).",Ball Run Rev 6,,,,1,1,2,,,,,
115,.28,P,0.01,,195,Ball Run 6,"The Ball Run task was based on the Trucks Task
developed by Hughes and Ensor (2005).",Ball Run Rev 6,,,,1,1,2,,,,,
115,.58,P,0.01,,195,Ball Run Rev 1,"The Ball Run task was based on the Trucks Task
developed by Hughes and Ensor (2005).",Ball Run Rev 6,,1,change,1,1,2,,,,,
115,.78,P,0.01,,195,Ball Run Rev 2,"The Ball Run task was based on the Trucks Task
developed by Hughes and Ensor (2005).",Ball Run Rev 6,,1,change,1,1,2,,,,,
115,.82,P,0.01,,195,Ball Run Rev 3,"The Ball Run task was based on the Trucks Task
developed by Hughes and Ensor (2005).",Ball Run Rev 6,,1,change,1,1,2,,,,,
115,.80,P,0.01,,195,Ball Run Rev 4,"The Ball Run task was based on the Trucks Task
developed by Hughes and Ensor (2005).",Ball Run Rev 6,,1,change,1,1,2,,,,,
115,.86,P,0.01,,195,Ball Run Rev 5,"The Ball Run task was based on the Trucks Task
developed by Hughes and Ensor (2005).",Ball Run Rev 6,"The Ball Run task was based on the Trucks Task
developed by Hughes and Ensor (2005).",1,change,1,1,2,,,,,
116,.16,P,0.02,,267,age,,stereotypes,,,,1,0,1,,,,,
116,.18,P,0.009,,267,age,,benefitting own group,,,,1,0,1,,,,,
116,.18,N,0.007,,267,age,,ensuring equal representation,,,,1,0,1,,,,,
116,.19,P,0.006,,267,age,,stereotypes,,,,1,0,1,,,,,
116,.16,P,0.01,,267,age,,benefitting own group,,,,1,0,1,,,,,
116,.26,N,0.001,,267,age,,ensuring equal representation,,,,1,0,2,,,,,
116,.18,N,0.006,,267,age,,references to addressing unequality,,,,1,0,1,,,,,
116,.01,P,.94,1,267,age,,references to addressing unequality,,,,1,0,1,,,,,
116,.07,N,0.29,1,267,age,,avoid biased decision,,,,1,0,1,,,,,
116,.09,N,0.17,1,267,age,,avoid biased decision,,,,1,0,1,,,,,
116,.14,P,0.04,,267,income,,benefitting own group,,,,1,0,1,,,,,
116,.16,N,0.02,,267,income,,avoid biased decision,,,,1,0,1,,,,,
117,.52,P,0.001,,916,info-oriented style 1,,info-oriented style 2,,1,change,1,1,2,,,,,
117,.43,P,0.001,,916,info-oriented style 1,,info-oriented style 3,,1,change,1,1,2,,,,,
117,.57,P,0.001,,916,info-oriented style 2,,info-oriented style 3,,1,change,1,1,2,,,,,
117,.24,P,0.001,,916,info-oriented style 1,,normative style 1,,,,1,1,2,,,,,
117,.06,P,,1,916,info-oriented style 2,,normative style 1,,,,1,1,2,,,,,
117,.01,N,,1,916,info-oriented style 3,,normative style 1,,,,1,1,2,,,,,
117,.12,P,0.001,,916,info-oriented style 1,,normative style 2,,,,1,1,2,,,,,
117,.26,P,0.001,,916,info-oriented style 2,,normative style 2,,,,1,1,2,,,,,
117,.09,P,0.01,,916,info-oriented style 3,,normative style 2,,,,1,1,2,,,,,
117,.50,P,0.001,,916,normative style 1,,normative style 2,,1,change,1,1,2,,,,,
117,.07,P,0.05,,916,info-oriented style 1,,normative style 3,,,,1,1,2,,,,,
117,.09,P,0.01,,916,info-oriented style 2,,normative style 3,,,,1,1,2,,,,,
117,.18,P,0.001,,916,info-oriented style 3,,normative style 3,,,,1,1,2,,,,,
117,.39,P,0.001,,916,normative style 1,,normative style 3,,1,change,1,1,2,,,,,
117,.53,P,0.001,,916,normative style 2,,normative style 3,,1,change,1,1,2,,,,,
117,.14,N,0.001,,916,info-oriented style 1,,diffuse-avoidant style 1,,,,1,1,2,,,,,
117,.21,N,0.001,,916,info-oriented style 2,,diffuse-avoidant style 1,,,,1,1,2,,,,,
117,.22,N,0.001,,916,info-oriented style 3,,diffuse-avoidant style 1,,,,1,1,2,,,,,
117,.39,P,0.001,,916,normative style 1,,diffuse-avoidant style 1,,,,1,1,2,,,,,
117,.21,P,0.001,,916,normative style 2,,diffuse-avoidant style 1,,,,1,1,2,,,,,
117,.17,P,0.001,,916,normative style 3,,diffuse-avoidant style 1,,,,1,1,2,,,,,
117,.13,N,0.001,,916,info-oriented style 1,,diffuse-avoidant style 2,,,,1,1,2,,,,,
117,.07,N,0.05,,916,info-oriented style 2,,diffuse-avoidant style 2,,,,1,1,2,,,,,
117,.16,N,0.001,,916,info-oriented style 3,,diffuse-avoidant style 2,,,,1,1,2,,,,,
117,.24,P,0.001,,916,normative style 1,,diffuse-avoidant style 2,,,,1,1,2,,,,,
117,.39,P,0.001,,916,normative style 2,,diffuse-avoidant style 2,,,,1,1,2,,,,,
117,.19,P,0.001,,916,normative style 3,,diffuse-avoidant style 2,,,,1,1,2,,,,,
117,.52,P,0.001,,916,diffuse-avoidant style 1,,diffuse-avoidant style 2,,1,change,1,1,2,,,,,
117,.10,N,0.01,,916,info-oriented style 1,,diffuse-avoidant style 3,,,,1,1,2,,,,,
117,.15,N,0.001,,916,info-oriented style 2,,diffuse-avoidant style 3,,,,1,1,2,,,,,
117,.16,N,0.001,,916,info-oriented style 3,,diffuse-avoidant style 3,,,,1,1,2,,,,,
117,.23,P,0.001,,916,normative style 1,,diffuse-avoidant style 3,,,,1,1,2,,,,,
117,.22,P,0.001,,916,normative style 2,,diffuse-avoidant style 3,,,,1,1,2,,,,,
117,.37,P,0.001,,916,normative style 3,,diffuse-avoidant style 3,,,,1,1,2,,,,,
117,.38,P,0.001,,916,diffuse-avoidant style 1,,diffuse-avoidant style 3,,1,change,1,1,2,,,,,
117,.50,P,0.001,,916,diffuse-avoidant style 2,,diffuse-avoidant style 3,,1,change,1,1,2,,,,,
117,.25,P,0.001,,916,info-oriented style 1,,prodiversity values 1,,,,1,1,2,,,,,
117,.28,P,0.001,,916,info-oriented style 2,,prodiversity values 1,,,,1,1,2,,,,,
117,.25,P,0.001,,916,info-oriented style 3,,prodiversity values 1,,,,1,1,2,,,,,
117,.08,N,0.05,,916,normative style 1,,prodiversity values 1,,,,1,1,2,,,,,
117,.09,N,0.01,,916,normative style 2,,prodiversity values 1,,,,1,1,2,,,,,
117,.05,N,,1,916,normative style 3,,prodiversity values 1,,,,1,1,2,,,,,
117,.20,N,0.001,,916,diffuse-avoidant style 1,,prodiversity values 1,,,,1,1,2,,,,,
117,.16,N,0.001,,916,diffuse-avoidant style 2,,prodiversity values 1,,,,1,1,2,,,,,
117,.14,N,0.001,,916,diffuse-avoidant style 3,,prodiversity values 1,,,,1,1,2,,,,,
117,.21,P,0.001,,916,info-oriented style 1,,prodiversity values 2,,,,1,1,2,,,,,
117,.29,P,0.001,,916,info-oriented style 2,,prodiversity values 2,,,,1,1,2,,,,,
117,.28,P,0.001,,916,info-oriented style 3,,prodiversity values 2,,,,1,1,2,,,,,
117,.09,N,0.05,,916,normative style 1,,prodiversity values 2,,,,1,1,2,,,,,
117,.05,N,,1,916,normative style 2,,prodiversity values 2,,,,1,1,2,,,,,
117,.06,N,,1,916,normative style 3,,prodiversity values 2,,,,1,1,2,,,,,
117,.16,N,0.001,,916,diffuse-avoidant style 1,,prodiversity values 2,,,,1,1,2,,,,,
